BATCH_ID,ASSET_ID,TITLE,AUTHOR,DATE,PUBLICATION,DOCUMENT_TYPE,PAGE_COUNT,REVIEW_STATUS
B03,HFM-A000035,14-《针灸甲乙经》语词杂释,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000036,148-白浊的出处是《针灸甲乙经》,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000038,150《针灸甲乙经》_脉动(病)发_理论在眼科疾病治疗中的应用探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000039,155-《针灸甲乙经》对《内经》针刺_治神_思想的阐发及后世医家传承浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000040,156-《针灸甲乙经》配穴特点分析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000041,159-《针灸甲乙经》数字化整理研究初探,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000042,16-《针灸甲乙经》经典理论的现代价值探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,AUTO_EXTRACTED
B03,HFM-A000043,164-《针灸甲乙经》中针灸处方的概念,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000044,165-皇甫谧与《针灸甲乙经》,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000045,167-世界最早的针灸专著《针灸甲乙经》,UNKNOWN,UNKNOWN,UNKNOWN,B_OCR,2,OCR_SAMPLE_REVIEW+ENCRYPTED
B03,HFM-A000046,17-论《针灸甲乙经》对脉诊的贡献,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000047,173-《针灸甲乙经》数字化整理研究初探,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000048,176-《针灸甲乙经》中针灸处方的概念,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000049,178-世界最早的针灸专著《针灸甲乙经》,UNKNOWN,UNKNOWN,UNKNOWN,B_OCR,2,OCR_SAMPLE_REVIEW+ENCRYPTED
B03,HFM-A000051,182-探索《针灸甲乙经》中针灸治疗癫证的经络运用规律,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000052,184-浅谈《针灸甲乙经》对于失眠的治疗特点,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000053,186-论《针灸甲乙经》以部列穴的临床价值,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000054,187-《针灸甲乙经校释》对皇甫谧自序中_其他_校改的商榷,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000055,19-《针灸甲乙经》神志病治疗思路浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000056,190-《甲乙经》的组织结构与针灸学术意义,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000057,191-《针灸甲乙经》_上星穴方_学术思想探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000058,192-简析_针灸甲乙经_中的禁(慎)针禁(慎)灸腧穴,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000059,193-《针灸甲乙经》妇人杂病辨证论治规律的探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000060,194-《针灸甲乙经》中_上星穴方_浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000061,195-《针灸甲乙经》中不孕治疗经验探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000063,197-《针灸甲乙经》痹证治疗浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000064,2-《针灸甲乙经》的章法,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000065,20-论《针灸甲乙经》特定穴的学术价值,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000066,201-《甲乙经》析疑五则,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000067,205-推测《针灸甲乙经》的编撰思路和方法,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000068,206-《明堂孔穴针灸治要》书名质疑,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000069,207-基于脉动(病)发理论探讨小儿视神经萎缩的针灸治疗,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000070,208-针灸治疗头痛的辨证思路演变,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000071,209-正确和完整解读《甲乙经》的学术思想——《甲乙经》析疑五则,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000072,21-《针灸甲乙经》重言考释,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000073,211-基于针灸教材的针灸理论体系比较,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000074,212-针灸治疗腰痛的溯源寻微,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000075,214-甘肃——针灸医学的发祥地之一,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000076,215-浅谈针灸标准制定问题,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000077,216-中医研究生《针灸流派概论》教材的编写意义,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000078,217-《甲乙经》腹部腧穴针刺深浅及其在腹针疗法中的意义,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000079,218-影响针灸疗效的因素古今说,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000080,219-《甲乙经》明代传本勘误(续完),UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000081,22-《针灸甲乙经》从脾论治抑郁症学术思想探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000082,220-《甲乙经》天突、璇玑、华盖位置考证,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000083,221-浅析《千金方》的针灸学术思想,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000084,222-浅论中原针灸的学术特色,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,7,AUTO_EXTRACTED
B03,HFM-A000085,224-针灸治疗2型糖尿病研究进展,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000087,226-《针灸资生经》发灸疮要旨浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000088,228-从南京医学院针灸铜人到《经络腧穴学》的经穴定位演变举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,6,AUTO_EXTRACTED
B03,HFM-A000089,229-《针灸逢源》灸法探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000090,23-《针灸甲乙经》论治头痛探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000091,230-近5年脑梗死的针灸治疗研究现状,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000092,231-针灸治疗急重症举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000093,232-针灸治疗2型糖尿病35例,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000094,233-《针灸大成》肾俞穴临床应用浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000095,234-针灸治疗肩周炎临床进展,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000096,235-辞书学与针灸推拿辞书的编纂,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000097,236-针灸治疗失眠症的古籍配穴处方探究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000098,237-以中兽医理论为基础发扬光大动物针灸技术,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000099,238-《甲乙经》对《难经》的引用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000100,239-耳鼻咽喉科针灸疗法历史源流探讨,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000101,24-《针灸甲乙经》委中穴考证,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000102,240-针灸治疗糖尿病周围神经病变机制研究进展,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000103,241-《针灸大成》主要学术思想及其影响探索,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000104,242-杨继洲及其《针灸大成》的学术思想浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000105,243-_百会_穴针灸治疗临床体会,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000106,244-《国际针灸学教程》序,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000107,245-长安医学针灸学说的创建与传承发展,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,10,ENCRYPTED_LISTED
B03,HFM-A000108,25-《针灸甲乙经》论治遗溺经验,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000109,251-《铜人腧穴针灸图经》腧穴归经探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000110,252-初谈针灸处方的原则与取穴规律,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000112,255-浅谈《甲乙经》论治痿证,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000113,26-《针灸甲乙经》治疗腰痛特点分析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000114,263-从现代针灸临床应用探析古代禁针禁灸经穴,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000115,265-王执中《针灸资生经》学术思想浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000116,27-浅谈《针灸甲乙经》的学术价值,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000117,289-《素问》《灵枢》《太素》《甲乙经》异文例释,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000118,29-浅析《针灸甲乙经》之痉证,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000119,295-针灸“人神禁忌”学说中的“尻神”辨误,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000120,296-王执中针灸学术思想探微,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000121,297-针灸疗法治疗缺乳症52例疗效观察,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000122,3-《针灸甲乙经》月经病治疗,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000123,30-《针灸甲乙经》研究现状的分析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000124,305-针灸治疗视神经萎缩1例报道,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000125,31-《针灸甲乙经》中痿证的论述,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000126,32-《黄帝三部针灸甲乙经》题名解,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000127,33-浅析《针灸甲乙经》对募穴的贡献,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000128,330-近十年国内郄穴的临床研究进展,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,AUTO_EXTRACTED
B03,HFM-A000129,331-十二经水刍议,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000130,334-任、督、冲脉_一源三歧__异名同体_探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,AUTO_EXTRACTED
B03,HFM-A000131,338-肩井穴治疗乳痈病机初探,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000132,34-浅论《针灸甲乙经》对腧穴学的贡献,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000133,35-《针灸甲乙经》胁痛的诊治特点,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000134,351-攒竹穴探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000136,353-论皇甫谧的医学思想,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000137,354-浅析皇甫谧对郄穴的贡献,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000138,355-委中穴考证及临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000139,356-中脘穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000140,359-孔最治疗厥头痛的理论探讨,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000141,36-《针灸甲乙经》中治疗鼻部病症的穴位分析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000142,360-基于数据挖掘技术分析古代文献中水沟穴的临床应用规律,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,8,ENCRYPTED_LISTED
B03,HFM-A000143,363-皇甫谧对张仲景经方运用浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000144,364-阳经郄穴治疗痛症的古今研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,6,ENCRYPTED_LISTED
B03,HFM-A000145,365-阳经五官病候及治疗用穴分析——兼论经脉病候与腧穴主治关系,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,8,ENCRYPTED_LISTED
B03,HFM-A000146,366-从《咳论经旨》谈中医临床专病文献的编撰,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000147,368-皇甫谧手工艾条制备工艺优化与质量标准化研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000148,369-探析八脉交会穴源流发展和临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000149,37-《针灸甲乙经》治疗胃肠病取穴特色探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000150,371-古代不同时期头痛的用穴特点及思路浅析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000151,372-张吉教授学术经验述要,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000152,373-赖新生教授膻中穴配穴经验介绍,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000153,374-妇女盆底功能障碍类疾病中医古籍文献考,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000154,375-《灵枢·刺节真邪》中五邪刺校注,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000155,376-针刺治疗卒中后抑郁的腧穴配伍规律文献研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,6,ENCRYPTED_LISTED
B03,HFM-A000156,377-《黄帝内经》及别传本古今字例释,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000157,378-简析古代医籍中禁针慎针腧穴的形态学依据,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000158,379-基于图论的十二原穴拓扑参数变化差异分析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000159,38-《针灸甲乙经》中处方用穴特点,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000161,381-明堂孔穴_的沿革,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000162,382-留针的意义与依据探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000163,383-太溪穴的临床应用浅谈,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000164,384-《史记·扁鹊仓公列传》_外三阳五会_新考,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000165,386-深刺中脘穴临床验案4则,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000166,387-略谈照海穴之主治,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000167,388-寸口疗法初探,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000168,389-俞昌德教授治疗坐骨神经痛临床经验介绍,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000169,39-《针灸甲乙经》推拿疗法探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000170,390-交会穴临床应用举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000171,392-手厥阴心包经理论发展探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000172,393-经脉循行的《灵枢》原文英译探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000173,394-刺法寸历史演变与探究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000174,395-腧穴别名与校勘,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000175,396-《素问》王冰注所见十二经脉循行文本整合复原,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000176,398-《太平圣惠方》小儿灸法文献研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000177,399-扶突穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
B03,HFM-A000178,4-浅析《针灸甲乙经》的刺法特点,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000179,40-《针灸甲乙经》浅刺针法理论研究探析,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000180,400-柳氏广意派小儿推拿辨治小儿咳嗽,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,AUTO_EXTRACTED
B03,HFM-A000181,401-试论出针补泻的临床意义,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000182,402-条口穴用于肩关节周围炎治疗的起源初探,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000183,403-太白穴在灼口综合征治疗中的应用举隅,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000185,405-基于《内经》《难经》的五输穴原理探微,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,4,ENCRYPTED_LISTED
B03,HFM-A000186,406-洞鉴古今探源_肠神同调_腧穴内涵及规律,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,5,ENCRYPTED_LISTED
B03,HFM-A000187,409-合谷_穴区传入神经元的节段性分布——HRP法的实验研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,AUTO_EXTRACTED
B03,HFM-A000188,41-《针灸甲乙经》之刺血疗法研究,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,AUTO_EXTRACTED
B03,HFM-A000189,410-睛明穴的应用体会,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,2,ENCRYPTED_LISTED
B03,HFM-A000190,411-睛明穴临床研究汇总,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,3,ENCRYPTED_LISTED
B03,HFM-A000191,412-短刺手三里穴治疗腰腿痛临床体会,UNKNOWN,UNKNOWN,UNKNOWN,A_TEXT,1,ENCRYPTED_LISTED
